"ResponseId","ProlificId","Random.ID","Duration..in.seconds.","Strategies","RupaktalChunk","KehervaChunk","JhaptalChunk","TeentalChunk","Musical_Training","Musicianship_Category","value","Stimuli2","Trial","Pattern","Duration","DST_Score"
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdmi1","1","Keherva","5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdmi1","2","Keherva","5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","Ntrl","1","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","Ntrl","2","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","sdpl1","1","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdpl1","2","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdmi1","1","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdmi1","2","Jhaptal","8",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","Ntrl","1","Teental","3.5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","Ntrl","2","Teental","3.5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdpl1","1","Teental","3.5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdpl1","2","Teental","3.5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Same","sdmi1","1","Teental","3.5",7
"R_2lTejvs28aDwwEN","67116ff4ff1b860cc596bbb1","11","1180","I tried to memorize each beat and mimic with my hands. ","2","4","1","1",35,"Low","Different","sdmi1","2","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","1","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","2","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdpl1","1","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdpl1","2","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","sdmi1","1","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","2","Rupak","4",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","Ntrl","1","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","2","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","sdpl1","1","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdpl1","2","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","sdmi1","1","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","2","Keherva","5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","1","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","2","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","sdpl1","1","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdpl1","2","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","1","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","2","Jhaptal","8",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","1","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","Ntrl","2","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Same","sdpl1","1","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdpl1","2","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","1","Teental","3.5",7
"R_2pojjBpb5u3bmyu","6682b3cb09fea236cf4c6fe6","20","1298","I focused on the strong beat ","4","2","1","None of these",43,"High","Different","sdmi1","2","Teental","3.5",7
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","1","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","2","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","1","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","sdpl1","2","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","1","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","2","Rupak","8",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","2","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","1","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","1","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","2","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","sdmi1","1","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","2","Keherva","3.5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","1","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","2","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","1","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","sdpl1","2","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","1","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","2","Jhaptal","4",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","1","Teental","5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","Ntrl","2","Teental","5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","1","Teental","5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdpl1","2","Teental","5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Same","sdmi1","1","Teental","5",6
"R_8pA36BnywHzSYUQ","5f9ee9286057414b687627cd","51","1740","Focusing on tempo, hand/fingers division for different sounds","None of these","No idea","1","None of these",49,"High","Different","sdmi1","2","Teental","5",6
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","1","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","2","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","1","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","2","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","1","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","2","Rupak","5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","1","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","2","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","1","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","2","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","1","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","2","Keherva","8",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","Ntrl","1","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","2","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","1","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","2","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","1","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","2","Jhaptal","3.5",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","1","Teental","4",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Same","Ntrl","2","Teental","4",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","1","Teental","4",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdpl1","2","Teental","4",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","1","Teental","4",7
"R_72LZt69HAJdWLIS","60fde0b2f2b1d36e006ad138","20","1619","pattern recognition and realizing that the pattern might not start at the beginning of the audio. Tilting my head different directions for higher or lower pitched sounds","2","1","1","3",38,"Medium","Different","sdmi1","2","Teental","4",7
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","1","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","2","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","sdpl1","1","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","2","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdmi1","1","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","sdmi1","2","Rupak","4",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","1","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","2","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","1","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","2","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdmi1","1","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdmi1","2","Keherva","5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","1","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","2","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","sdpl1","1","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","2","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","sdmi1","1","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","sdmi1","2","Jhaptal","8",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","1","Teental","3.5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Same","Ntrl","2","Teental","3.5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","1","Teental","3.5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdpl1","2","Teental","3.5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdmi1","1","Teental","3.5",8
"R_8p8PhVk6HAtuArm","56189fff7d110000113b96ac","15","1596","I made jiggles to go along with the beats","None of these","None of these","1","None of these",42,"Medium","Different","sdmi1","2","Teental","3.5",8
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","Ntrl","1","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","2","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","1","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","2","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdmi1","1","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdmi1","2","Rupak","3.5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","Ntrl","1","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","2","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","1","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","2","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","sdmi1","1","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdmi1","2","Keherva","4",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","1","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","2","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","1","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","sdpl1","2","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdmi1","1","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdmi1","2","Jhaptal","5",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","1","Teental","8",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Same","Ntrl","2","Teental","8",5
"R_26ECudQ82Quje4p","60116603068a8c02717bc582","25","80303","Visualisation, metre ","2","3","1","1",43,"High","Different","sdpl1","1","Teental","8",5
